OTUId	sample_S2-P_Ind-07	sample_S2-P_Ind-06	sample_S2-P_Ind-05	sample_S2-P_Ind-04	sample_S2-P_Pmax-10	sample_S2-P_Pmax-08	sample_S2-P_Pmax-05	sample_S2-P_Pmax-04	sample_S2-D_Ind-01	sample_S2-D_Psoil-04	sample_S2-P_Pmax-01	sample_S2-P_PO4-10	sample_S2-D_Pmax-10	sample_S2-P_PO4-09	sample_S2-D_Psoil-06	sample_S2-P_Psoil-09	sample_S2-P_Psoil-08	sample_S2-P_Psoil-06	sample_S2-D_Pmax-01	sample_S2-P_Psoil-04	sample_S2-P_Psoil-03	sample_S2-P_Psoil-02	sample_S2-P_Psoil-01	sample_S2-P_PO4-08	sample_S2-D_Pmax-09	sample_S2-D_Pmax-08	sample_S2-D_PO4-10	sample_S2-P_PO4-03	sample_S2-D_PO4-09	sample_S2-D_Ind-02	sample_S2-D_PO4-08	sample_S2-D_Ind-03	sample_S2-D_PO4-06	sample_S2-D_PO4-05	sample_S2-D_Ind-05	sample_S2-D_Ind-09	sample_S2-D_PO4-02	sample_S2-D_PO4-01	sample_S2-P_PO4-06	sample_S2-P_PO4-02	sample_S2-D_Psoil-01	sample_S2-D_Psoil-07	sample_S2-D_Psoil-08	sample_S2-D_Pmax-02	sample_S2-D_Pmax-06	sample_S2-P_PO4-04	sample_S2-P_Ind-10	sample_S2-P_Ind-09	sample_S2-P_Ind-08	sample_S2-P_Ind-03	sample_S2-P_Ind-02	sample_S2-P_Ind-01	sample_S2-P_Pmax-09	sample_S2-P_Pmax-07	sample_S2-P_Pmax-06	sample_S2-P_Pmax-03	sample_S2-P_Pmax-02	sample_S2-D_Psoil-03	sample_S2-D_Psoil-02	sample_S2-D_Psoil-05	sample_S2-P_Psoil-10	sample_S2-D_Psoil-09	sample_S2-P_Psoil-07	sample_S2-D_Psoil-10	sample_S2-P_PO4-01	sample_S2-P_Psoil-05	sample_S2-D_Pmax-05	sample_S2-D_Pmax-04	sample_S2-D_Pmax-03	sample_S2-D_Pmax-07	sample_S2-P_PO4-07	sample_S2-D_PO4-07	sample_S2-D_Ind-06	sample_S2-D_Ind-04	sample_S2-D_PO4-04	sample_S2-D_Ind-07	sample_S2-D_PO4-03	sample_S2-D_Ind-08	sample_S2-D_Ind-10	sample_S2-P_PO4-05
OTU_577;size=26;	1	0	0	0	0	0	0	0	2	1	8	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	1	1	0	0	0	0	3	0	0	6	3	2	0	0	0	3	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU_392;size=131;	1	1	0	1	4	3	2	8	3	12	2	3	0	0	14	7	2	1	0	0	10	3	13	6	0	0	0	1	3	0	1	1	2	0	0	0	2	4	2	2	17	5	3	1	4	4	1	0	1	3	0	3	2	0	5	5	7	7	1	9	3	1	3	11	4	2	0	4	3	0	3	0	0	1	1	0	1	1	0	5
OTU_2852;size=2;	2	0	1	0	1	3	0	0	2	1	2	0	2	0	2	1	0	1	1	0	0	3	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	5	0	0	0	1	1	4	1	0	3	0	0	0	0	2	4	0	4	2	2	2	1	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0
OTU_229;size=117;	2	4	3	2	4	3	0	1	1	1	5	7	0	8	2	0	0	0	0	0	3	2	1	6	0	0	0	6	0	0	1	0	0	2	1	0	0	1	4	7	1	1	0	0	1	19	2	4	0	4	3	5	3	5	0	0	0	0	0	0	2	1	1	1	15	1	0	0	0	0	1	1	0	0	1	1	1	0	0	11
OTU_3612;size=2;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_380;size=253;	2	2	2	2	6	3	4	8	1	20	6	3	0	5	10	5	2	4	0	6	10	4	21	6	0	0	2	9	0	0	1	1	1	2	1	1	0	4	4	2	18	9	2	4	2	17	3	1	0	0	1	8	1	1	5	7	10	6	4	10	8	1	5	6	12	6	0	0	2	0	6	1	1	1	3	1	1	0	1	5
OTU_970;size=44;	1	0	1	0	1	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	5	0	1	0	0	2	0	2	0	1	2	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2
OTU_3233;size=2;	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1512;size=5;	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2085;size=4;	1	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3627;size=2;	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2595;size=3;	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3350;size=4;	2	0	0	1	1	1	0	1	3	3	1	5	0	3	2	2	1	3	0	0	3	0	2	7	0	0	2	2	1	0	0	1	1	1	1	1	1	3	2	0	4	1	1	2	2	3	1	1	0	1	1	2	2	0	0	2	0	2	2	4	4	0	2	1	2	0	0	1	0	0	0	0	2	3	0	1	0	0	0	1
OTU_984;size=11;	1	0	2	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_520;size=146;	1	1	3	1	0	1	0	1	1	4	0	5	2	1	3	1	2	2	4	0	0	0	1	4	1	1	7	0	4	1	2	0	1	4	1	5	6	12	4	3	3	26	21	1	2	6	0	1	1	2	1	1	0	0	1	1	1	0	0	2	0	42	0	3	4	0	0	0	0	1	0	9	1	1	2	0	3	0	3	2
OTU_2310;size=3;	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4075;size=2;	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2974;size=2;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_952;size=47;	1	5	1	1	2	2	1	3	6	2	3	1	3	0	14	0	0	1	1	2	0	1	0	1	1	1	1	2	2	1	0	3	0	0	3	4	1	1	0	3	14	6	5	8	10	6	1	0	1	0	0	2	3	6	3	2	3	1	0	4	0	2	0	12	2	4	3	3	4	2	0	3	5	1	0	2	0	3	1	1
OTU_613;size=62;	1	2	0	0	0	4	0	0	1	1	0	0	1	2	4	1	0	0	0	0	2	1	1	3	0	0	0	4	0	0	2	1	2	0	1	1	3	6	6	3	5	2	1	1	2	5	0	0	0	0	1	2	1	2	2	0	2	1	3	4	0	5	1	2	3	0	0	1	2	1	0	1	0	1	0	0	1	1	0	4
OTU_441;size=102;	1	2	3	2	0	5	5	4	0	12	3	1	2	2	3	2	4	5	0	1	2	1	8	5	0	0	1	2	2	0	0	1	0	1	2	1	2	2	5	11	3	8	5	1	4	7	1	0	1	3	2	6	0	3	2	3	2	2	1	15	3	11	10	9	5	3	1	2	3	0	3	2	2	1	2	2	1	1	0	3
OTU_2789;size=2;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3900;size=4;	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3778;size=6;	1	0	0	1	1	1	0	1	4	1	0	0	1	0	6	1	3	1	0	0	1	1	2	0	0	2	0	0	0	2	0	0	0	0	1	3	0	0	1	0	14	3	1	0	6	0	0	0	0	0	0	0	0	1	1	1	0	0	0	2	0	1	3	5	0	0	1	1	1	0	0	0	1	2	0	0	0	0	0	0
OTU_1808;size=6;	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2060;size=24;	2	1	0	1	1	0	1	0	1	0	2	2	0	0	4	2	1	0	0	0	1	1	1	0	0	0	0	2	1	0	0	0	0	0	1	0	0	1	0	0	4	0	2	3	2	1	0	0	0	3	0	7	0	1	0	0	0	0	1	0	0	2	2	8	1	1	0	0	0	0	1	1	1	0	0	2	0	0	0	0
OTU_2326;size=3;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_335;size=103;	1	3	0	1	8	4	6	6	0	0	8	4	0	1	0	1	2	9	0	3	12	10	14	4	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	4	0	0	0	1	0	4	1	0	2	1	0	3	6	7	13	4	11	0	0	2	10	0	1	0	3	2	0	1	0	0	1	0	0	0	0	0	0	1	0	1
OTU_4593;size=2;	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1968;size=9;	1	0	0	0	1	0	0	0	0	1	1	2	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
OTU_2985;size=2;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3206;size=4;	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1020;size=12;	1	2	3	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_693;size=51;	1	0	2	0	2	0	0	3	0	3	2	0	0	0	3	1	2	2	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	1	1	0	0	0	0	0	2	4	3	2	1	1	3	0	6	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU_1378;size=14;	1	0	1	2	1	1	4	2	1	6	2	0	0	1	10	2	2	2	0	0	0	1	3	1	0	0	1	0	2	1	0	0	0	0	1	1	0	1	1	0	7	3	2	0	1	2	0	0	0	0	0	2	1	1	4	2	1	1	3	3	4	3	6	2	0	3	0	2	2	0	0	1	3	0	0	1	2	0	1	3
