OTUId	sample_S2-D_Psoil-01	sample_S2-D_Psoil-02	sample_S2-D_Psoil-03	sample_S2-D_Psoil-04	sample_S2-D_Psoil-05	sample_S2-D_Psoil-07	sample_S2-D_Psoil-08	sample_S2-D_Psoil-09	sample_S2-D_Psoil-10	sample_S2-P_PO4-02	sample_S2-D_Pmax-01	sample_S2-D_Pmax-02	sample_S2-D_Pmax-04	sample_S2-D_Pmax-06	sample_S2-D_Pmax-08	sample_S2-D_Pmax-10	sample_S2-P_PO4-04	sample_S2-D_Ind-02	sample_S2-D_Ind-03	sample_S2-D_Ind-04	sample_S2-D_Ind-05	sample_S2-D_Ind-07	sample_S2-D_Ind-08	sample_S2-D_Ind-10	sample_S2-P_PO4-05	sample_S2-P_PO4-06	sample_S2-D_PO4-01	sample_S2-D_PO4-04	sample_S2-D_PO4-06	sample_S2-D_PO4-09	sample_S2-D_PO4-10	sample_S2-P_PO4-07	sample_S2-P_Psoil-04	sample_S2-P_Psoil-05	sample_S2-P_Psoil-09	sample_S2-P_Psoil-10	sample_S2-P_PO4-09	sample_S2-P_Ind-07	sample_S2-P_Ind-10	sample_S2-P_Pmax-02	sample_S2-P_Pmax-04	sample_S2-P_Pmax-05	sample_S2-P_Pmax-06	sample_S2-P_Pmax-07	sample_S2-P_Pmax-10	sample_S2-P_Ind-01	sample_S2-P_Ind-03	sample_S2-P_Ind-04	sample_S2-P_Ind-05	sample_S2-P_Psoil-06	sample_S2-P_Psoil-07	sample_S2-P_Psoil-08	sample_S2-P_PO4-10	sample_S2-P_Pmax-01	sample_S2-P_Pmax-03	sample_S2-P_Pmax-08	sample_S2-P_Pmax-09	sample_S2-P_Ind-02	sample_S2-P_Ind-06	sample_S2-P_Ind-08	sample_S2-P_Ind-09	sample_S2-P_Psoil-02	sample_S2-P_Psoil-03	sample_S2-D_Pmax-09	sample_S2-P_PO4-03	sample_S2-D_Ind-01	sample_S2-D_Ind-06	sample_S2-D_Ind-09	sample_S2-D_PO4-02	sample_S2-D_PO4-03	sample_S2-D_PO4-05	sample_S2-D_PO4-07	sample_S2-D_PO4-08	sample_S2-P_PO4-08	sample_S2-P_Psoil-01	sample_S2-D_Psoil-06	sample_S2-P_PO4-01	sample_S2-D_Pmax-03	sample_S2-D_Pmax-05	sample_S2-D_Pmax-07
OTU_4742;size=2;	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2273;size=6;	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_827;size=37;	0	0	0	1	0	0	0	0	0	5	3	2	0	1	0	0	0	3	5	3	3	1	0	2	1	3	2	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0	0	0	0	2	0	0	0	0	2	4	0	3	3	0	0	1	1	0	0	0	0	4	3	2	0	0	1	0	0	2	0	0	0	0	1	0
OTU_3074;size=5;	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU_1198;size=19;	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	3	0	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
OTU_824;size=55;	0	0	0	3	0	0	24	58	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0
OTU_3358;size=7;	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3518;size=3;	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
OTU_3446;size=3;	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4032;size=2;	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4413;size=2;	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3429;size=5;	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1412;size=24;	0	0	0	1	0	0	0	0	0	7	0	3	1	2	0	0	0	0	0	0	1	2	0	1	0	2	0	0	0	0	0	0	1	0	0	6	0	0	1	0	0	1	0	4	0	0	0	0	0	1	0	0	0	4	0	0	1	0	0	0	0	1	0	0	2	0	1	0	0	0	2	0	0	0	7	0	0	0	6	0
OTU_1636;size=11;	0	0	0	2	3	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	1	0	0
OTU_4443;size=2;	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU_3586;size=3;	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	4	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
OTU_1679;size=12;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	17	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4916;size=2;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_858;size=35;	0	0	0	1	0	5	8	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	2	0	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0	2	0	0	3	2	0	0	0	0	0	0	4	1	0	6	0	0	0	0	1	0	0	1	5	0	5	2	0	1	0
OTU_872;size=49;	0	0	0	1	0	0	0	0	0	3	22	4	3	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	5	2	3	3	0	1	0	0	1	0	3	1	16	1	1	4	0	0	0	0	0	0	3	2	1	0	1	0	0	0	0	0	3	2	0	4	4	3	1
OTU_1961;size=7;	0	0	0	2	2	0	7	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
OTU_3768;size=7;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0
OTU_2613;size=10;	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	6	4	0	0	1	0
OTU_3298;size=5;	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
OTU_2612;size=8;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0
OTU_1925;size=10;	0	0	0	1	3	0	1	4	0	0	0	1	0	0	0	0	0	2	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3441;size=3;	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4475;size=2;	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1382;size=15;	0	0	0	1	0	0	2	2	19	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU_2192;size=8;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0
OTU_3508;size=5;	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4439;size=2;	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3569;size=5;	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3699;size=3;	0	0	0	1	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
OTU_3169;size=3;	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3125;size=3;	0	0	0	2	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1
OTU_3083;size=12;	0	0	0	1	0	3	8	12	0	0	1	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	1	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	0	0	2	0
OTU_3961;size=2;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	3	0	0	0	0	0	0
OTU_3070;size=134;	0	0	0	2	0	0	0	1	3	25	0	0	0	0	0	0	14	0	0	0	0	0	0	0	13	6	0	0	0	0	0	2	121	34	0	0	4	2	4	38	31	27	58	29	32	4	2	6	3	155	5	0	1	56	51	29	13	4	2	4	1	148	110	0	1	0	0	0	0	0	0	0	0	4	1	0	9	0	1	0
OTU_1293;size=40;	0	0	0	2	3	0	0	4	0	1	0	0	0	0	0	1	0	1	1	2	0	0	0	2	2	0	0	0	0	0	0	0	2	0	0	6	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	6	0	0	0	0
OTU_2672;size=4;	0	0	0	2	2	0	0	0	17	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1765;size=18;	0	0	0	2	0	1	2	11	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	2	0
OTU_3311;size=7;	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0
OTU_2536;size=11;	0	0	0	2	0	2	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	4	1	4	0	0	0	1	0	0	1	0	0	1	0	3	4	0	0	3	0	0	0	0	0	0	0	3	2	0	0	0	0	0
OTU_1420;size=14;	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	2	4	1	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0
OTU_2287;size=6;	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	2	0	0	0
OTU_2040;size=7;	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU_2114;size=14;	0	0	0	2	5	0	0	0	1	0	0	0	0	1	0	0	0	4	3	5	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	0	0	0	0	0	0	0	0	0	1	0
OTU_795;size=63;	0	0	0	1	0	9	1	3	0	0	1	1	1	3	3	0	0	6	3	0	1	0	0	1	3	0	4	0	0	0	3	0	0	0	0	0	0	0	0	5	5	3	5	4	3	3	1	1	0	0	3	0	0	18	9	6	8	2	2	0	0	0	0	0	5	5	2	2	1	1	0	0	0	0	0	0	1	1	0	0
OTU_1249;size=20;	0	0	0	1	0	0	3	2	0	0	0	0	0	0	0	0	0	2	1	0	1	1	2	1	0	0	2	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	3	4	2	0	0	1	0	0	0	0	0	0	0	0
OTU_2030;size=13;	0	0	0	1	5	0	0	0	0	3	0	0	0	0	0	0	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	1	0	0
OTU_1117;size=24;	0	0	0	1	0	6	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	4	0	1	1	0	0	0	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	5	0	0	1	0	0	6	1	3	0	0	0	0	0	0	0	0	0
OTU_4143;size=2;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1760;size=9;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	1	0	0	0	2	0	2	1	0	0	0	0	0	1	0	0	0	2	0	1	0	4	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0
OTU_4118;size=2;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2811;size=6;	0	0	0	1	3	0	0	0	0	3	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
OTU_2226;size=6;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	2	2	0	0	1	2	0	0	0	0	2	0	1	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_3790;size=2;	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	2	0
OTU_2195;size=6;	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4200;size=2;	0	0	0	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_987;size=29;	0	0	0	2	4	0	11	20	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1
OTU_4157;size=2;	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_759;size=51;	0	0	0	1	3	5	27	40	0	0	2	1	1	4	0	0	0	0	2	0	1	0	0	0	0	0	4	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	4	3	0	2	0	1	0	0	0	1	3	1
OTU_3367;size=6;	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU_2196;size=8;	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2915;size=6;	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1656;size=12;	0	0	0	1	0	1	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	0	0	1	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
OTU_1790;size=11;	0	0	0	1	0	0	2	1	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0
OTU_1526;size=19;	0	0	0	1	0	0	0	7	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	2	4	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	0	0	2	0	2	0	0	0
OTU_1165;size=34;	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	15	0	0	0	3	1	2	5	1	2	0	1	0	0	3	0	5	0	1	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	41	0	1	0	0	0
OTU_1447;size=22;	0	0	0	1	3	6	2	7	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU_3432;size=5;	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	2	0	0
OTU_1091;size=45;	0	0	0	1	1	0	16	30	3	1	3	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	4	1	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0
OTU_4481;size=2;	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
