OTUId	sample_S2-D_Psoil-01	sample_S2-D_Psoil-02	sample_S2-D_Psoil-05	sample_S2-D_Psoil-06	sample_S2-D_Psoil-07	sample_S2-P_PO4-01	sample_S2-P_PO4-02	sample_S2-D_Pmax-01	sample_S2-D_Pmax-03	sample_S2-D_Pmax-06	sample_S2-D_Pmax-07	sample_S2-D_Pmax-09	sample_S2-P_PO4-03	sample_S2-P_PO4-04	sample_S2-D_Ind-02	sample_S2-D_Ind-06	sample_S2-D_Ind-08	sample_S2-D_PO4-01	sample_S2-D_PO4-02	sample_S2-D_PO4-05	sample_S2-D_PO4-06	sample_S2-D_PO4-08	sample_S2-D_PO4-09	sample_S2-D_PO4-10	sample_S2-P_PO4-07	sample_S2-P_Psoil-05	sample_S2-P_PO4-09	sample_S2-P_Ind-05	sample_S2-P_Ind-06	sample_S2-P_Ind-09	sample_S2-P_Ind-10	sample_S2-P_PO4-10	sample_S2-P_Pmax-01	sample_S2-P_Pmax-02	sample_S2-P_Pmax-03	sample_S2-P_Pmax-08	sample_S2-P_Pmax-09	sample_S2-P_Pmax-10	sample_S2-P_Ind-01	sample_S2-P_Ind-04	sample_S2-P_Psoil-06	sample_S2-P_Psoil-07	sample_S2-P_Psoil-08	sample_S2-P_Psoil-09	sample_S2-P_Psoil-10	sample_S2-P_Pmax-04	sample_S2-P_Pmax-05	sample_S2-P_Pmax-06	sample_S2-P_Pmax-07	sample_S2-P_Ind-02	sample_S2-P_Ind-03	sample_S2-P_Ind-07	sample_S2-P_Ind-08	sample_S2-P_Psoil-01	sample_S2-P_Psoil-02	sample_S2-P_Psoil-03	sample_S2-P_Psoil-04	sample_S2-D_Pmax-10	sample_S2-D_Ind-01	sample_S2-D_Ind-03	sample_S2-D_Ind-04	sample_S2-D_Ind-05	sample_S2-D_Ind-07	sample_S2-D_Ind-09	sample_S2-D_Ind-10	sample_S2-P_PO4-05	sample_S2-P_PO4-06	sample_S2-D_PO4-03	sample_S2-D_PO4-04	sample_S2-D_PO4-07	sample_S2-P_PO4-08	sample_S2-D_Psoil-03	sample_S2-D_Psoil-04	sample_S2-D_Psoil-08	sample_S2-D_Psoil-09	sample_S2-D_Psoil-10	sample_S2-D_Pmax-02	sample_S2-D_Pmax-04	sample_S2-D_Pmax-05	sample_S2-D_Pmax-08
OTU_4104;size=25;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	0	2	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	1	0	1	2	3	0	0	1	0	0	0	1	12	0	0	0	0	0	0	1
OTU_15228;size=2;	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_378;size=496;	2	8	0	0	0	21	23	5	5	0	1	3	17	20	5	8	12	80	3	16	51	25	10	16	5	0	11	0	1	4	1	12	32	7	0	12	4	12	0	6	0	4	2	1	0	0	0	0	18	1	4	4	0	0	0	5	0	2	17	12	2	1	5	10	9	24	15	14	35	47	43	14	1	0	4	1	0	4	0	2
OTU_8392;size=8;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
OTU_3041;size=33;	1	0	0	1	1	1	1	0	0	0	0	0	0	0	3	2	0	0	0	0	4	0	0	8	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	0	4	0	1	1	14	0	0	0	0
OTU_4368;size=18;	1	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	10	0	3	0	0	0	0	0	0	0
OTU_15144;size=2;	2	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_987;size=180;	1	0	2	0	0	26	30	0	2	0	0	0	13	7	0	0	0	4	0	1	6	6	0	15	9	0	12	0	0	0	0	44	0	0	0	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	15	16	0	0	4	48	2	0	1	3	8	0	0	0	0
OTU_2206;size=83;	1	0	2	0	2	9	13	0	0	0	0	0	4	4	0	0	0	0	2	0	0	0	0	0	9	0	10	0	0	0	0	14	2	8	0	1	2	1	2	3	0	0	0	0	1	0	3	0	5	0	2	0	0	5	2	4	0	0	0	0	0	0	0	1	0	4	14	0	0	0	12	0	0	0	0	0	0	0	0	0
OTU_4461;size=18;	2	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	2	2	0	3	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3	0	7	5	0	0	0	0	0	0	0	0
OTU_15222;size=6;	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	2	0	0	0	0	0	0	0	4	3	1	1	1	0	0	0	0	2	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_2832;size=37;	1	1	0	0	2	4	3	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	1	1	0	0	0	0	0	0	0	1	5	2	4	0	0	0	0	0	0	0	0	1	2	1	0	0	0	3	1	1	0	2	4	0	0	0	0
OTU_12241;size=3;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU_3172;size=41;	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	2	3	5	0	0	1	0	0	0	1	7	4	0	0	0	0	0	1	1	0	0	0	2	0	4	0	0	0	0	0	10	2	0	0	4	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU_6855;size=14;	3	0	0	0	0	0	0	5	0	0	2	3	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2
OTU_14054;size=4;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4808;size=34;	1	2	0	0	0	1	7	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	5	1	1	2	1	3	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	2	2	0	0	0	0	1	0	2	7	0	0	0	0	0
OTU_1664;size=75;	1	0	0	0	0	0	0	3	3	0	4	0	0	0	8	1	3	2	0	11	0	3	10	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	0	0	0	1	6	2	0	0	7	4	6	0	0	2	0	0	0	0	0	0	5
OTU_6542;size=20;	2	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	7	1	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	14	0	0	0	0	3	1	0	0	0
OTU_3367;size=89;	2	0	1	1	0	8	6	5	0	3	0	2	5	2	0	0	2	3	1	4	10	5	0	6	1	0	0	3	0	1	2	4	1	5	0	5	1	0	3	0	0	0	0	2	0	0	7	0	6	1	1	0	0	0	1	0	0	9	1	1	0	1	5	1	3	3	0	2	4	1	9	2	0	2	9	0	0	0	0	2
OTU_525;size=426;	1	0	2	3	7	13	28	2	1	2	0	1	4	11	2	2	5	17	5	1	8	7	1	20	2	1	1	11	21	24	25	9	3	16	0	21	48	48	36	19	0	0	7	13	4	0	0	6	34	12	18	8	24	2	3	7	0	4	7	5	3	0	3	7	13	5	15	6	0	1	7	3	17	5	2	1	2	2	0	9
OTU_3888;size=27;	2	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	3	1	0	2	2	2	1	3	0	0	1	2	0	2	0	1	0	0	0
OTU_2619;size=76;	1	0	0	1	0	1	3	19	0	0	1	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	10	1	0	1	1	0	0	0	0	0	9	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
OTU_5300;size=30;	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	5	0	0	0	0	2	0	0	6	1	0	2	5	3	6	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	7	0	1	3	3	2	0	0	0	0	0	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_12051;size=3;	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
OTU_3030;size=115;	1	2	0	1	0	0	0	5	3	0	0	0	0	0	0	2	3	15	3	7	11	0	5	16	0	0	0	0	0	0	1	0	0	2	0	0	2	7	1	1	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	3	2	5	1	3	10	9	4	0	2	4	0	1	0	0	1	14	9	15	1	0	0	0
OTU_14219;size=2;	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_19;size=12231;	1	46	3	3	20	93	104	1059	267	327	304	414	49	63	135	142	276	0	140	171	333	134	215	0	30	6	65	21	39	40	51	61	35	94	22	62	108	120	86	27	0	3	0	1	11	5	26	83	74	16	39	22	40	1	7	14	0	774	594	224	92	97	213	473	342	32	78	125	198	232	101	83	1	0	7	2	385	106	557	550
OTU_9787;size=7;	1	0	1	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	6	0	0	0	0
OTU_4920;size=15;	1	0	0	0	0	3	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1985;size=192;	1	1	2	6	4	0	5	18	16	17	6	5	0	0	0	0	0	30	4	26	11	24	13	35	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	2	6	4	3	1	0	0	3	4	0	0	6	3	15	0	0	4	61	99	0	9	5	4	6
OTU_53;size=5058;	3	7	98	7	9	366	971	0	28	23	0	0	363	272	0	1	1	8	9	21	14	9	8	21	69	120	135	7	5	13	12	331	564	142	231	90	105	184	16	13	0	305	161	146	3	82	108	163	132	3	6	5	12	5	4	7	14	3	1	0	0	2	2	1	2	181	216	13	6	10	384	12	15	2	5	0	32	7	4	0
OTU_6084;size=18;	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	4	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU_14168;size=2;	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	3	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0
OTU_6082;size=21;	1	0	0	0	0	0	0	0	0	0	0	3	0	0	3	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU_647;size=366;	1	4	3	0	0	40	40	0	3	3	1	0	27	14	0	0	0	0	2	9	2	0	0	0	8	0	18	1	0	1	0	39	44	24	19	8	18	17	0	0	0	0	1	2	3	6	7	22	12	0	0	0	1	50	0	7	10	0	1	2	0	0	0	0	0	14	41	2	1	0	43	6	1	0	0	9	3	6	1	2
OTU_3318;size=30;	1	0	1	0	1	1	1	0	1	0	0	0	0	2	0	3	0	1	0	0	0	0	3	1	0	1	1	0	1	1	2	4	0	3	0	0	0	1	1	4	0	1	2	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	5	0	1	6	0	1	0	0	0
OTU_2075;size=56;	1	0	0	0	1	4	6	0	0	0	0	1	2	1	0	1	0	3	2	1	5	1	0	12	1	0	1	1	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	3	1	0	0	0	1	1	2	0	5	0	2	5	0	3	0	0	9	0	2	0	0
OTU_1983;size=97;	2	11	6	2	1	2	6	0	0	0	0	0	9	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	8	10	18	24	0	0	0	0	1	0	4	0	0	0	0	2	0	0	0	7	0	4	0	0	2	0	1	0	0	0	0	1	0	1	3	0	5	6	0	0	0	4	8	0	1	4	7	0	0	0	0
OTU_3934;size=34;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	3	0	0	0	3	1	0	0	3	0	1	3	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	18	0	4	0	0	0	0	0
OTU_2813;size=44;	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	6	6	0	0	0	0	0	0	0	11	4	0	0	0	0	0	0	0	0	1	5	3	3	4	6	0	5	2	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	1	0	0	0	0	0
OTU_8385;size=6;	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_486;size=509;	2	2	0	199	300	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	1	0	0	0	0	93	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
OTU_8736;size=5;	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0
OTU_15275;size=2;	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU_15363;size=4;	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU_7444;size=14;	1	0	4	0	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	5	1	0	0	0	0	0
OTU_5739;size=34;	1	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	2	2	0	6	0	0	0	0	0	1	4	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	4	0	1	0	1	2	0	0	0
OTU_3061;size=37;	4	2	3	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	6	0	0	0	0	0	0	0	0	0
OTU_5773;size=17;	1	7	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU_421;size=693;	2	417	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	603	1	1	1	0	0	0	55	0
OTU_4625;size=19;	1	0	0	0	0	1	9	0	2	0	0	0	4	3	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	6	2	0	0	0	0	0
OTU_3533;size=32;	1	0	0	0	0	0	3	0	2	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	3	5	0	0	0	2	0	0	4	1	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	12	0	0	0	1	0	0	0	0	2	0	0	0	0
OTU_4200;size=22;	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0
OTU_7837;size=12;	1	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	1	2	3	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU_14657;size=2;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_9414;size=13;	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	3	3	0	0	0	0	0
OTU_5897;size=13;	2	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	5	0	0	0	0
OTU_4791;size=21;	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	4	1	0	0	0	0	0	1	1	0	1	2	5	2	0	0	0	4	2	0	0	0	3	2	0	0	0	0	1
OTU_14619;size=2;	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0
OTU_6022;size=21;	1	0	0	1	0	0	4	0	0	0	2	0	0	1	0	0	0	0	0	5	0	1	0	3	2	0	0	0	1	2	2	1	0	0	0	0	2	4	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0
OTU_6175;size=39;	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	1	34	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	4	0	0	0	0	1	1	0	0	3	0	0	2	3	0	2	1	0	0	1	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	1
OTU_12352;size=3;	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU_9173;size=5;	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU_6291;size=12;	1	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	3	0	0
OTU_4345;size=19;	1	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	7	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	3	0	0	0	0
OTU_6731;size=11;	1	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	2	0	1	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU_2254;size=66;	1	0	0	1	0	0	7	0	0	0	0	0	0	0	0	1	2	3	0	0	19	0	22	0	0	2	0	1	3	3	1	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	2	0	1	0	0	1	0	1	0	0	1	1	0	10	5	1	0	0	8	0	0	0	1	1	7	0	0	0	0	0
OTU_2477;size=46;	4	2	1	0	0	6	2	0	0	4	0	0	3	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	2	0	1	1	4	0	1	1	1	1	1	0	0	0	0	0	0	5	0	2	2	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	8	0	3	0	0	6	0	0	0	0
OTU_7052;size=17;	2	0	0	0	0	1	0	2	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	1	0	0	0	0
OTU_4338;size=34;	2	1	0	0	2	5	7	0	1	0	0	0	1	0	1	0	0	6	0	0	0	0	0	0	0	0	3	1	0	2	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	3	0	2	0	0	0	0	0	0
OTU_7566;size=9;	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
OTU_3891;size=24;	1	3	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	5	0	1	0	0	0	0	2	0	0	0	0	3	5	0	0	0	13	0	0	0	1
OTU_13061;size=4;	1	0	0	3	0	1	7	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2
